source,metric,value,context,run,seed,corrupt_source,lap_n,depression_strength,strictness,hold_off,batch_size,noise_level,n_corrupt_sources
11.0,recall_score,0.42258064516129035,validation,6,64,True,25,1.0,0.8,0,64,0.5,4
11.0,precision_score,0.4569767441860465,validation,6,64,True,25,1.0,0.8,0,64,0.5,4
11.0,f1_score,0.4391061452513967,validation,6,64,True,25,1.0,0.8,0,64,0.5,4
0.0,accuracy_score,0.8588832487309644,validation,7,128,False,25,1.0,0.8,0,64,0.5,4
0.0,recall_score,0.9178743961352657,validation,7,128,False,25,1.0,0.8,0,64,0.5,4
0.0,precision_score,0.7835051546391752,validation,7,128,False,25,1.0,0.8,0,64,0.5,4
0.0,f1_score,0.8453837597330367,validation,7,128,False,25,1.0,0.8,0,64,0.5,4
1.0,accuracy_score,0.8233502538071066,validation,7,128,False,25,1.0,0.8,0,64,0.5,4
1.0,recall_score,0.8629032258064516,validation,7,128,False,25,1.0,0.8,0,64,0.5,4
1.0,precision_score,0.7658486707566462,validation,7,128,False,25,1.0,0.8,0,64,0.5,4
1.0,f1_score,0.8114842903575298,validation,7,128,False,25,1.0,0.8,0,64,0.5,4
2.0,accuracy_score,0.8923857868020305,validation,7,128,False,25,1.0,0.8,0,64,0.5,4
2.0,recall_score,0.9765674477517416,validation,7,128,False,25,1.0,0.8,0,64,0.5,4
2.0,precision_score,0.8980780430984275,validation,7,128,False,25,1.0,0.8,0,64,0.5,4
2.0,f1_score,0.9356796116504855,validation,7,128,False,25,1.0,0.8,0,64,0.5,4
3.0,accuracy_score,0.8522842639593908,validation,7,128,False,25,1.0,0.8,0,64,0.5,4
3.0,recall_score,0.8835294117647059,validation,7,128,False,25,1.0,0.8,0,64,0.5,4
3.0,precision_score,0.7963944856839873,validation,7,128,False,25,1.0,0.8,0,64,0.5,4
3.0,f1_score,0.837702175125488,validation,7,128,False,25,1.0,0.8,0,64,0.5,4
4.0,accuracy_score,0.4720812182741117,validation,7,128,True,25,1.0,0.8,0,64,0.5,4
4.0,recall_score,0.34321653189577717,validation,7,128,True,25,1.0,0.8,0,64,0.5,4
4.0,precision_score,0.552821997105644,validation,7,128,True,25,1.0,0.8,0,64,0.5,4
4.0,f1_score,0.4235033259423503,validation,7,128,True,25,1.0,0.8,0,64,0.5,4
5.0,accuracy_score,0.8715736040609137,validation,7,128,False,25,1.0,0.8,0,64,0.5,4
5.0,recall_score,0.9542410714285714,validation,7,128,False,25,1.0,0.8,0,64,0.5,4
5.0,precision_score,0.8013120899718837,validation,7,128,False,25,1.0,0.8,0,64,0.5,4
5.0,f1_score,0.8711156393275599,validation,7,128,False,25,1.0,0.8,0,64,0.5,4
6.0,accuracy_score,0.8461928934010152,validation,7,128,False,25,1.0,0.8,0,64,0.5,4
6.0,recall_score,0.8909853249475891,validation,7,128,False,25,1.0,0.8,0,64,0.5,4
6.0,precision_score,0.8102955195424214,validation,7,128,False,25,1.0,0.8,0,64,0.5,4
6.0,f1_score,0.8487269096355468,validation,7,128,False,25,1.0,0.8,0,64,0.5,4
7.0,accuracy_score,0.5243654822335025,validation,7,128,True,25,1.0,0.8,0,64,0.5,4
7.0,recall_score,0.46153846153846156,validation,7,128,True,25,1.0,0.8,0,64,0.5,4
7.0,precision_score,0.5600933488914819,validation,7,128,True,25,1.0,0.8,0,64,0.5,4
7.0,f1_score,0.5060622034791776,validation,7,128,True,25,1.0,0.8,0,64,0.5,4
8.0,accuracy_score,0.482741116751269,validation,7,128,True,25,1.0,0.8,0,64,0.5,4
8.0,recall_score,0.375,validation,7,128,True,25,1.0,0.8,0,64,0.5,4
8.0,precision_score,0.3617539585870889,validation,7,128,True,25,1.0,0.8,0,64,0.5,4
8.0,f1_score,0.36825790452572843,validation,7,128,True,25,1.0,0.8,0,64,0.5,4
9.0,accuracy_score,0.8903553299492386,validation,7,128,False,25,1.0,0.8,0,64,0.5,4
9.0,recall_score,0.9338654503990877,validation,7,128,False,25,1.0,0.8,0,64,0.5,4
9.0,precision_score,0.8382804503582395,validation,7,128,False,25,1.0,0.8,0,64,0.5,4
9.0,f1_score,0.883495145631068,validation,7,128,False,25,1.0,0.8,0,64,0.5,4
10.0,accuracy_score,0.8812182741116751,validation,7,128,False,25,1.0,0.8,0,64,0.5,4
10.0,recall_score,0.911452184179457,validation,7,128,False,25,1.0,0.8,0,64,0.5,4
10.0,precision_score,0.8292158968850698,validation,7,128,False,25,1.0,0.8,0,64,0.5,4
10.0,f1_score,0.8683914510686164,validation,7,128,False,25,1.0,0.8,0,64,0.5,4
11.0,accuracy_score,0.534517766497462,validation,7,128,True,25,1.0,0.8,0,64,0.5,4
11.0,recall_score,0.45558739255014324,validation,7,128,True,25,1.0,0.8,0,64,0.5,4
11.0,precision_score,0.5788834951456311,validation,7,128,True,25,1.0,0.8,0,64,0.5,4
11.0,f1_score,0.5098877605558524,validation,7,128,True,25,1.0,0.8,0,64,0.5,4
0.0,accuracy_score,0.8422957600827301,validation,8,256,False,25,1.0,0.8,0,64,0.5,4
0.0,recall_score,0.9183673469387755,validation,8,256,False,25,1.0,0.8,0,64,0.5,4
0.0,precision_score,0.7492195629552549,validation,8,256,False,25,1.0,0.8,0,64,0.5,4
0.0,f1_score,0.8252148997134671,validation,8,256,False,25,1.0,0.8,0,64,0.5,4
1.0,accuracy_score,0.8221302998965874,validation,8,256,False,25,1.0,0.8,0,64,0.5,4
1.0,recall_score,0.840047393364929,validation,8,256,False,25,1.0,0.8,0,64,0.5,4
1.0,precision_score,0.7723311546840959,validation,8,256,False,25,1.0,0.8,0,64,0.5,4
1.0,f1_score,0.8047673098751419,validation,8,256,False,25,1.0,0.8,0,64,0.5,4
2.0,accuracy_score,0.8448810754912099,validation,8,256,False,25,1.0,0.8,0,64,0.5,4
2.0,recall_score,0.9522900763358778,validation,8,256,False,25,1.0,0.8,0,64,0.5,4
2.0,precision_score,0.8693379790940766,validation,8,256,False,25,1.0,0.8,0,64,0.5,4
2.0,f1_score,0.9089253187613844,validation,8,256,False,25,1.0,0.8,0,64,0.5,4
3.0,accuracy_score,0.7983453981385729,validation,8,256,False,25,1.0,0.8,0,64,0.5,4
3.0,recall_score,0.8065984072810012,validation,8,256,False,25,1.0,0.8,0,64,0.5,4
3.0,precision_score,0.7631862217438106,validation,8,256,False,25,1.0,0.8,0,64,0.5,4
3.0,f1_score,0.7842920353982302,validation,8,256,False,25,1.0,0.8,0,64,0.5,4
4.0,accuracy_score,0.5698035160289555,validation,8,256,True,25,1.0,0.8,0,64,0.5,4
4.0,recall_score,0.3326530612244898,validation,8,256,True,25,1.0,0.8,0,64,0.5,4
4.0,precision_score,0.6468253968253969,validation,8,256,True,25,1.0,0.8,0,64,0.5,4
4.0,f1_score,0.4393530997304582,validation,8,256,True,25,1.0,0.8,0,64,0.5,4
5.0,accuracy_score,0.8035160289555325,validation,8,256,False,25,1.0,0.8,0,64,0.5,4
5.0,recall_score,0.8781664656212304,validation,8,256,False,25,1.0,0.8,0,64,0.5,4
5.0,precision_score,0.7229394240317776,validation,8,256,False,25,1.0,0.8,0,64,0.5,4
5.0,f1_score,0.7930283224400871,validation,8,256,False,25,1.0,0.8,0,64,0.5,4
6.0,accuracy_score,0.8360910031023785,validation,8,256,False,25,1.0,0.8,0,64,0.5,4
6.0,recall_score,0.9094117647058824,validation,8,256,False,25,1.0,0.8,0,64,0.5,4
6.0,precision_score,0.7630799605133267,validation,8,256,False,25,1.0,0.8,0,64,0.5,4
6.0,f1_score,0.8298443370907138,validation,8,256,False,25,1.0,0.8,0,64,0.5,4
7.0,accuracy_score,0.6251292657704239,validation,8,256,True,25,1.0,0.8,0,64,0.5,4
7.0,recall_score,0.40497737556561086,validation,8,256,True,25,1.0,0.8,0,64,0.5,4
7.0,precision_score,0.6427289048473968,validation,8,256,True,25,1.0,0.8,0,64,0.5,4
7.0,f1_score,0.4968771686328937,validation,8,256,True,25,1.0,0.8,0,64,0.5,4
8.0,accuracy_score,0.5036194415718718,validation,8,256,True,25,1.0,0.8,0,64,0.5,4
8.0,recall_score,0.2604166666666667,validation,8,256,True,25,1.0,0.8,0,64,0.5,4
8.0,precision_score,0.41208791208791207,validation,8,256,True,25,1.0,0.8,0,64,0.5,4
8.0,f1_score,0.31914893617021284,validation,8,256,True,25,1.0,0.8,0,64,0.5,4
9.0,accuracy_score,0.8681489141675285,validation,8,256,False,25,1.0,0.8,0,64,0.5,4
9.0,recall_score,0.8686200378071833,validation,8,256,False,25,1.0,0.8,0,64,0.5,4
9.0,precision_score,0.8879227053140096,validation,8,256,False,25,1.0,0.8,0,64,0.5,4
9.0,f1_score,0.8781653129479216,validation,8,256,False,25,1.0,0.8,0,64,0.5,4
10.0,accuracy_score,0.8722854188210962,validation,8,256,False,25,1.0,0.8,0,64,0.5,4
10.0,recall_score,0.8311965811965812,validation,8,256,False,25,1.0,0.8,0,64,0.5,4
10.0,precision_score,0.8973471741637832,validation,8,256,False,25,1.0,0.8,0,64,0.5,4
10.0,f1_score,0.8630061009428731,validation,8,256,False,25,1.0,0.8,0,64,0.5,4
11.0,accuracy_score,0.4917269906928645,validation,8,256,True,25,1.0,0.8,0,64,0.5,4
11.0,recall_score,0.3043010752688172,validation,8,256,True,25,1.0,0.8,0,64,0.5,4
11.0,precision_score,0.45718901453957994,validation,8,256,True,25,1.0,0.8,0,64,0.5,4
11.0,f1_score,0.3653970303421562,validation,8,256,True,25,1.0,0.8,0,64,0.5,4
0.0,accuracy_score,0.8463438735177866,validation,9,512,False,25,1.0,0.8,0,64,0.5,4
0.0,recall_score,0.8734643734643734,validation,9,512,False,25,1.0,0.8,0,64,0.5,4
0.0,precision_score,0.7736670293797606,validation,9,512,False,25,1.0,0.8,0,64,0.5,4
0.0,f1_score,0.8205424120023082,validation,9,512,False,25,1.0,0.8,0,64,0.5,4
1.0,accuracy_score,0.8191699604743083,validation,9,512,False,25,1.0,0.8,0,64,0.5,4
1.0,recall_score,0.8163265306122449,validation,9,512,False,25,1.0,0.8,0,64,0.5,4
1.0,precision_score,0.761478163493841,validation,9,512,False,25,1.0,0.8,0,64,0.5,4
1.0,f1_score,0.7879490150637313,validation,9,512,False,25,1.0,0.8,0,64,0.5,4
2.0,accuracy_score,0.8853754940711462,validation,9,512,False,25,1.0,0.8,0,64,0.5,4
2.0,recall_score,0.9750889679715302,validation,9,512,False,25,1.0,0.8,0,64,0.5,4
2.0,precision_score,0.8964013086150491,validation,9,512,False,25,1.0,0.8,0,64,0.5,4
2.0,f1_score,0.9340909090909091,validation,9,512,False,25,1.0,0.8,0,64,0.5,4
3.0,accuracy_score,0.8186758893280632,validation,9,512,False,25,1.0,0.8,0,64,0.5,4
3.0,recall_score,0.767175572519084,validation,9,512,False,25,1.0,0.8,0,64,0.5,4
3.0,precision_score,0.7662007623888183,validation,9,512,False,25,1.0,0.8,0,64,0.5,4
3.0,f1_score,0.7666878575969485,validation,9,512,False,25,1.0,0.8,0,64,0.5,4
4.0,accuracy_score,0.5429841897233202,validation,9,512,True,25,1.0,0.8,0,64,0.5,4
4.0,recall_score,0.48447789275634995,validation,9,512,True,25,1.0,0.8,0,64,0.5,4
4.0,precision_score,0.577354260089686,validation,9,512,True,25,1.0,0.8,0,64,0.5,4
4.0,f1_score,0.5268542199488491,validation,9,512,True,25,1.0,0.8,0,64,0.5,4
5.0,accuracy_score,0.833498023715415,validation,9,512,False,25,1.0,0.8,0,64,0.5,4
5.0,recall_score,0.7803532008830022,validation,9,512,False,25,1.0,0.8,0,64,0.5,4
5.0,precision_score,0.8366863905325443,validation,9,512,False,25,1.0,0.8,0,64,0.5,4
5.0,f1_score,0.8075385494003426,validation,9,512,False,25,1.0,0.8,0,64,0.5,4
6.0,accuracy_score,0.841897233201581,validation,9,512,False,25,1.0,0.8,0,64,0.5,4
6.0,recall_score,0.7661596958174905,validation,9,512,False,25,1.0,0.8,0,64,0.5,4
6.0,precision_score,0.9159090909090909,validation,9,512,False,25,1.0,0.8,0,64,0.5,4
6.0,f1_score,0.834368530020704,validation,9,512,False,25,1.0,0.8,0,64,0.5,4
7.0,accuracy_score,0.47381422924901184,validation,9,512,True,25,1.0,0.8,0,64,0.5,4
7.0,recall_score,0.32063492063492066,validation,9,512,True,25,1.0,0.8,0,64,0.5,4
7.0,precision_score,0.41735537190082644,validation,9,512,True,25,1.0,0.8,0,64,0.5,4
7.0,f1_score,0.3626570915619389,validation,9,512,True,25,1.0,0.8,0,64,0.5,4
8.0,accuracy_score,0.6146245059288538,validation,9,512,True,25,1.0,0.8,0,64,0.5,4
8.0,recall_score,0.4772727272727273,validation,9,512,True,25,1.0,0.8,0,64,0.5,4
8.0,precision_score,0.5975609756097561,validation,9,512,True,25,1.0,0.8,0,64,0.5,4
8.0,f1_score,0.5306859205776174,validation,9,512,True,25,1.0,0.8,0,64,0.5,4
9.0,accuracy_score,0.8512845849802372,validation,9,512,False,25,1.0,0.8,0,64,0.5,4
9.0,recall_score,0.8421052631578947,validation,9,512,False,25,1.0,0.8,0,64,0.5,4
9.0,precision_score,0.8302702702702702,validation,9,512,False,25,1.0,0.8,0,64,0.5,4
9.0,f1_score,0.8361458900381055,validation,9,512,False,25,1.0,0.8,0,64,0.5,4
10.0,accuracy_score,0.8606719367588933,validation,9,512,False,25,1.0,0.8,0,64,0.5,4
10.0,recall_score,0.8280773143438453,validation,9,512,False,25,1.0,0.8,0,64,0.5,4
10.0,precision_score,0.8781014023732471,validation,9,512,False,25,1.0,0.8,0,64,0.5,4
10.0,f1_score,0.8523560209424085,validation,9,512,False,25,1.0,0.8,0,64,0.5,4
11.0,accuracy_score,0.5113636363636364,validation,9,512,True,25,1.0,0.8,0,64,0.5,4
11.0,recall_score,0.3495248152059134,validation,9,512,True,25,1.0,0.8,0,64,0.5,4
11.0,precision_score,0.47017045454545453,validation,9,512,True,25,1.0,0.8,0,64,0.5,4
11.0,f1_score,0.4009691096305269,validation,9,512,True,25,1.0,0.8,0,64,0.5,4
0.0,accuracy_score,0.84498031496063,validation,10,1024,False,25,1.0,0.8,0,64,0.5,4
0.0,recall_score,0.9016393442622951,validation,10,1024,False,25,1.0,0.8,0,64,0.5,4
0.0,precision_score,0.7692307692307693,validation,10,1024,False,25,1.0,0.8,0,64,0.5,4
0.0,f1_score,0.8301886792452831,validation,10,1024,False,25,1.0,0.8,0,64,0.5,4
1.0,accuracy_score,0.8105314960629921,validation,10,1024,False,25,1.0,0.8,0,64,0.5,4
1.0,recall_score,0.8302540415704388,validation,10,1024,False,25,1.0,0.8,0,64,0.5,4
1.0,precision_score,0.7513061650992685,validation,10,1024,False,25,1.0,0.8,0,64,0.5,4
1.0,f1_score,0.7888096544157982,validation,10,1024,False,25,1.0,0.8,0,64,0.5,4
2.0,accuracy_score,0.9094488188976378,validation,10,1024,False,25,1.0,0.8,0,64,0.5,4
2.0,recall_score,0.9674157303370786,validation,10,1024,False,25,1.0,0.8,0,64,0.5,4
2.0,precision_score,0.9318181818181818,validation,10,1024,False,25,1.0,0.8,0,64,0.5,4
2.0,f1_score,0.9492833517089305,validation,10,1024,False,25,1.0,0.8,0,64,0.5,4
3.0,accuracy_score,0.8366141732283464,validation,10,1024,False,25,1.0,0.8,0,64,0.5,4
3.0,recall_score,0.7862433862433862,validation,10,1024,False,25,1.0,0.8,0,64,0.5,4
3.0,precision_score,0.8510882016036655,validation,10,1024,False,25,1.0,0.8,0,64,0.5,4
3.0,f1_score,0.8173817381738174,validation,10,1024,False,25,1.0,0.8,0,64,0.5,4
4.0,accuracy_score,0.49803149606299213,validation,10,1024,True,25,1.0,0.8,0,64,0.5,4
4.0,recall_score,0.4086444007858546,validation,10,1024,True,25,1.0,0.8,0,64,0.5,4
4.0,precision_score,0.4988009592326139,validation,10,1024,True,25,1.0,0.8,0,64,0.5,4
4.0,f1_score,0.44924406047516197,validation,10,1024,True,25,1.0,0.8,0,64,0.5,4
5.0,accuracy_score,0.8730314960629921,validation,10,1024,False,25,1.0,0.8,0,64,0.5,4
5.0,recall_score,0.8921113689095128,validation,10,1024,False,25,1.0,0.8,0,64,0.5,4
5.0,precision_score,0.8233404710920771,validation,10,1024,False,25,1.0,0.8,0,64,0.5,4
5.0,f1_score,0.856347438752784,validation,10,1024,False,25,1.0,0.8,0,64,0.5,4
6.0,accuracy_score,0.7982283464566929,validation,10,1024,False,25,1.0,0.8,0,64,0.5,4
6.0,recall_score,0.8045501551189245,validation,10,1024,False,25,1.0,0.8,0,64,0.5,4
6.0,precision_score,0.7787787787787788,validation,10,1024,False,25,1.0,0.8,0,64,0.5,4
6.0,f1_score,0.7914547304170905,validation,10,1024,False,25,1.0,0.8,0,64,0.5,4
7.0,accuracy_score,0.45915354330708663,validation,10,1024,True,25,1.0,0.8,0,64,0.5,4
7.0,recall_score,0.38790697674418606,validation,10,1024,True,25,1.0,0.8,0,64,0.5,4
7.0,precision_score,0.486013986013986,validation,10,1024,True,25,1.0,0.8,0,64,0.5,4
7.0,f1_score,0.4314536989136058,validation,10,1024,True,25,1.0,0.8,0,64,0.5,4
8.0,accuracy_score,0.5295275590551181,validation,10,1024,True,25,1.0,0.8,0,64,0.5,4
8.0,recall_score,0.375,validation,10,1024,True,25,1.0,0.8,0,64,0.5,4
8.0,precision_score,0.5903790087463557,validation,10,1024,True,25,1.0,0.8,0,64,0.5,4
8.0,f1_score,0.4586636466591167,validation,10,1024,True,25,1.0,0.8,0,64,0.5,4
9.0,accuracy_score,0.8248031496062992,validation,10,1024,False,25,1.0,0.8,0,64,0.5,4
9.0,recall_score,0.8208588957055215,validation,10,1024,False,25,1.0,0.8,0,64,0.5,4
9.0,precision_score,0.7610921501706485,validation,10,1024,False,25,1.0,0.8,0,64,0.5,4
9.0,f1_score,0.7898465171192444,validation,10,1024,False,25,1.0,0.8,0,64,0.5,4
10.0,accuracy_score,0.8134842519685039,validation,10,1024,False,25,1.0,0.8,0,64,0.5,4
10.0,recall_score,0.8399592252803262,validation,10,1024,False,25,1.0,0.8,0,64,0.5,4
10.0,precision_score,0.7877629063097514,validation,10,1024,False,25,1.0,0.8,0,64,0.5,4
10.0,f1_score,0.8130241736556487,validation,10,1024,False,25,1.0,0.8,0,64,0.5,4
11.0,accuracy_score,0.45570866141732286,validation,10,1024,True,25,1.0,0.8,0,64,0.5,4
11.0,recall_score,0.35508849557522126,validation,10,1024,True,25,1.0,0.8,0,64,0.5,4
11.0,precision_score,0.3803317535545024,validation,10,1024,True,25,1.0,0.8,0,64,0.5,4
11.0,f1_score,0.36727688787185353,validation,10,1024,True,25,1.0,0.8,0,64,0.5,4
0.0,auc_precision_recall_curve,0.8737296971057632,validation,1,2,False,25,1.0,0.8,0,64,0.5,4
1.0,auc_precision_recall_curve,0.8546260078589263,validation,1,2,False,25,1.0,0.8,0,64,0.5,4
2.0,auc_precision_recall_curve,0.9182435322381077,validation,1,2,False,25,1.0,0.8,0,64,0.5,4
3.0,auc_precision_recall_curve,0.8191014438331541,validation,1,2,False,25,1.0,0.8,0,64,0.5,4
4.0,auc_precision_recall_curve,0.5113447832828002,validation,1,2,True,25,1.0,0.8,0,64,0.5,4
5.0,auc_precision_recall_curve,0.9020409528453776,validation,1,2,False,25,1.0,0.8,0,64,0.5,4
6.0,auc_precision_recall_curve,0.8914877820030358,validation,1,2,False,25,1.0,0.8,0,64,0.5,4
7.0,auc_precision_recall_curve,0.558778667799491,validation,1,2,True,25,1.0,0.8,0,64,0.5,4
8.0,auc_precision_recall_curve,0.3817934755247505,validation,1,2,True,25,1.0,0.8,0,64,0.5,4
9.0,auc_precision_recall_curve,0.8707804103424044,validation,1,2,False,25,1.0,0.8,0,64,0.5,4
10.0,auc_precision_recall_curve,0.882409530783709,validation,1,2,False,25,1.0,0.8,0,64,0.5,4
11.0,auc_precision_recall_curve,0.5375549015557806,validation,1,2,True,25,1.0,0.8,0,64,0.5,4
0.0,auc_precision_recall_curve,0.8717620551590212,validation,2,4,False,25,1.0,0.8,0,64,0.5,4
1.0,auc_precision_recall_curve,0.8553794235499277,validation,2,4,False,25,1.0,0.8,0,64,0.5,4
2.0,auc_precision_recall_curve,0.9596988825655277,validation,2,4,False,25,1.0,0.8,0,64,0.5,4
3.0,auc_precision_recall_curve,0.8913316263255302,validation,2,4,False,25,1.0,0.8,0,64,0.5,4
4.0,auc_precision_recall_curve,0.4852801140654405,validation,2,4,True,25,1.0,0.8,0,64,0.5,4
5.0,auc_precision_recall_curve,0.8853911831439432,validation,2,4,False,25,1.0,0.8,0,64,0.5,4
6.0,auc_precision_recall_curve,0.90837527272254,validation,2,4,False,25,1.0,0.8,0,64,0.5,4
7.0,auc_precision_recall_curve,0.48111727810711447,validation,2,4,True,25,1.0,0.8,0,64,0.5,4
8.0,auc_precision_recall_curve,0.45949357151130776,validation,2,4,True,25,1.0,0.8,0,64,0.5,4
9.0,auc_precision_recall_curve,0.9316085928003885,validation,2,4,False,25,1.0,0.8,0,64,0.5,4
10.0,auc_precision_recall_curve,0.9591878238656344,validation,2,4,False,25,1.0,0.8,0,64,0.5,4
11.0,auc_precision_recall_curve,0.545591690421732,validation,2,4,True,25,1.0,0.8,0,64,0.5,4
0.0,auc_precision_recall_curve,0.8745019088061532,validation,3,8,False,25,1.0,0.8,0,64,0.5,4
1.0,auc_precision_recall_curve,0.8344075211198116,validation,3,8,False,25,1.0,0.8,0,64,0.5,4
2.0,auc_precision_recall_curve,0.9803281492311224,validation,3,8,False,25,1.0,0.8,0,64,0.5,4
3.0,auc_precision_recall_curve,0.8721092988506169,validation,3,8,False,25,1.0,0.8,0,64,0.5,4
4.0,auc_precision_recall_curve,0.5054709401144027,validation,3,8,True,25,1.0,0.8,0,64,0.5,4
5.0,auc_precision_recall_curve,0.8233592060898721,validation,3,8,False,25,1.0,0.8,0,64,0.5,4
6.0,auc_precision_recall_curve,0.8853726481561409,validation,3,8,False,25,1.0,0.8,0,64,0.5,4
7.0,auc_precision_recall_curve,0.45399816134881216,validation,3,8,True,25,1.0,0.8,0,64,0.5,4
8.0,auc_precision_recall_curve,0.4326331731543196,validation,3,8,True,25,1.0,0.8,0,64,0.5,4
9.0,auc_precision_recall_curve,0.9449164447167886,validation,3,8,False,25,1.0,0.8,0,64,0.5,4
10.0,auc_precision_recall_curve,0.895857013854841,validation,3,8,False,25,1.0,0.8,0,64,0.5,4
11.0,auc_precision_recall_curve,0.5364553091875162,validation,3,8,True,25,1.0,0.8,0,64,0.5,4
0.0,auc_precision_recall_curve,0.8779773407396939,validation,4,16,False,25,1.0,0.8,0,64,0.5,4
1.0,auc_precision_recall_curve,0.8591931969476583,validation,4,16,False,25,1.0,0.8,0,64,0.5,4
2.0,auc_precision_recall_curve,0.9572898289614977,validation,4,16,False,25,1.0,0.8,0,64,0.5,4
3.0,auc_precision_recall_curve,0.8700001715444258,validation,4,16,False,25,1.0,0.8,0,64,0.5,4
4.0,auc_precision_recall_curve,0.5466692717341489,validation,4,16,True,25,1.0,0.8,0,64,0.5,4
5.0,auc_precision_recall_curve,0.9378415630879456,validation,4,16,False,25,1.0,0.8,0,64,0.5,4
6.0,auc_precision_recall_curve,0.8622237152045044,validation,4,16,False,25,1.0,0.8,0,64,0.5,4
7.0,auc_precision_recall_curve,0.5957784695100834,validation,4,16,True,25,1.0,0.8,0,64,0.5,4
8.0,auc_precision_recall_curve,0.530973442501526,validation,4,16,True,25,1.0,0.8,0,64,0.5,4
9.0,auc_precision_recall_curve,0.9109447030625019,validation,4,16,False,25,1.0,0.8,0,64,0.5,4
10.0,auc_precision_recall_curve,0.9250660058089488,validation,4,16,False,25,1.0,0.8,0,64,0.5,4
11.0,auc_precision_recall_curve,0.4449720366903651,validation,4,16,True,25,1.0,0.8,0,64,0.5,4
0.0,auc_precision_recall_curve,0.8785493756166566,validation,5,32,False,25,1.0,0.8,0,64,0.5,4
1.0,auc_precision_recall_curve,0.8597570867042014,validation,5,32,False,25,1.0,0.8,0,64,0.5,4
2.0,auc_precision_recall_curve,0.9425864278125272,validation,5,32,False,25,1.0,0.8,0,64,0.5,4
3.0,auc_precision_recall_curve,0.845624825042971,validation,5,32,False,25,1.0,0.8,0,64,0.5,4
4.0,auc_precision_recall_curve,0.5815686180437245,validation,5,32,True,25,1.0,0.8,0,64,0.5,4
5.0,auc_precision_recall_curve,0.8640334865699728,validation,5,32,False,25,1.0,0.8,0,64,0.5,4
6.0,auc_precision_recall_curve,0.9300292325139145,validation,5,32,False,25,1.0,0.8,0,64,0.5,4
7.0,auc_precision_recall_curve,0.5007206056104919,validation,5,32,True,25,1.0,0.8,0,64,0.5,4
8.0,auc_precision_recall_curve,0.6805030794518018,validation,5,32,True,25,1.0,0.8,0,64,0.5,4
9.0,auc_precision_recall_curve,0.9256549032397294,validation,5,32,False,25,1.0,0.8,0,64,0.5,4
10.0,auc_precision_recall_curve,0.9376814066980128,validation,5,32,False,25,1.0,0.8,0,64,0.5,4
11.0,auc_precision_recall_curve,0.45810871738850095,validation,5,32,True,25,1.0,0.8,0,64,0.5,4
0.0,auc_precision_recall_curve,0.8753774582741786,validation,6,64,False,25,1.0,0.8,0,64,0.5,4
1.0,auc_precision_recall_curve,0.82421042365996,validation,6,64,False,25,1.0,0.8,0,64,0.5,4
2.0,auc_precision_recall_curve,0.9550205937838998,validation,6,64,False,25,1.0,0.8,0,64,0.5,4
3.0,auc_precision_recall_curve,0.8316443976711154,validation,6,64,False,25,1.0,0.8,0,64,0.5,4
4.0,auc_precision_recall_curve,0.4480839542960477,validation,6,64,True,25,1.0,0.8,0,64,0.5,4
5.0,auc_precision_recall_curve,0.930385585229106,validation,6,64,False,25,1.0,0.8,0,64,0.5,4
6.0,auc_precision_recall_curve,0.9088107238473259,validation,6,64,False,25,1.0,0.8,0,64,0.5,4
7.0,auc_precision_recall_curve,0.610951898816757,validation,6,64,True,25,1.0,0.8,0,64,0.5,4
8.0,auc_precision_recall_curve,0.5460373231905369,validation,6,64,True,25,1.0,0.8,0,64,0.5,4
9.0,auc_precision_recall_curve,0.9075952243830724,validation,6,64,False,25,1.0,0.8,0,64,0.5,4
10.0,auc_precision_recall_curve,0.9403328659775846,validation,6,64,False,25,1.0,0.8,0,64,0.5,4
11.0,auc_precision_recall_curve,0.4529375547672162,validation,6,64,True,25,1.0,0.8,0,64,0.5,4
0.0,auc_precision_recall_curve,0.9051496569012659,validation,7,128,False,25,1.0,0.8,0,64,0.5,4
1.0,auc_precision_recall_curve,0.8602017652838128,validation,7,128,False,25,1.0,0.8,0,64,0.5,4
2.0,auc_precision_recall_curve,0.9641545006068545,validation,7,128,False,25,1.0,0.8,0,64,0.5,4
3.0,auc_precision_recall_curve,0.9006035869526937,validation,7,128,False,25,1.0,0.8,0,64,0.5,4
4.0,auc_precision_recall_curve,0.5597121276359971,validation,7,128,True,25,1.0,0.8,0,64,0.5,4
5.0,auc_precision_recall_curve,0.8694319649125739,validation,7,128,False,25,1.0,0.8,0,64,0.5,4
6.0,auc_precision_recall_curve,0.9188000105156148,validation,7,128,False,25,1.0,0.8,0,64,0.5,4
7.0,auc_precision_recall_curve,0.5290497032751156,validation,7,128,True,25,1.0,0.8,0,64,0.5,4
8.0,auc_precision_recall_curve,0.4027263032780266,validation,7,128,True,25,1.0,0.8,0,64,0.5,4
9.0,auc_precision_recall_curve,0.9335852902729095,validation,7,128,False,25,1.0,0.8,0,64,0.5,4
10.0,auc_precision_recall_curve,0.9198714514398382,validation,7,128,False,25,1.0,0.8,0,64,0.5,4
11.0,auc_precision_recall_curve,0.5517176267080922,validation,7,128,True,25,1.0,0.8,0,64,0.5,4
0.0,auc_precision_recall_curve,0.8711352913039743,validation,8,256,False,25,1.0,0.8,0,64,0.5,4
1.0,auc_precision_recall_curve,0.8683651751589053,validation,8,256,False,25,1.0,0.8,0,64,0.5,4
